"season","opp","quarter","result","top","plays","yards"
"2008","Virginia","4","HALF",52,2,-2
"2008","Boston College","1","TD",289,10,61
"2008","Boston College","1","PUNT",90,3,3
"2008","Boston College","2","TD",219,7,51
"2008","Boston College","2","INT",246,7,6
"2008","Boston College","2","PUNT",85,3,9
"2008","Boston College","2","PUNT",61,4,16
"2008","Boston College","3","PUNT",91,3,-1
"2008","Boston College","3","FG",300,11,50
"2008","Boston College","3","PUNT",117,4,-1
"2008","Boston College","3","TD",5,1,10
"2008","Boston College","3","FUMB",91,3,10
"2008","Boston College","4","PUNT",212,5,18
"2008","Boston College","4","TD",0,0,0
"2008","Boston College","4","FUMB",92,3,-7
"2008","Boston College","4","SAF",61,4,-5
"2008","Boston College","4","HALF",77,2,-4
"2008","Cincinnati","1","PUNT",110,4,17
"2008","Cincinnati","1","TD",308,9,73
"2008","Cincinnati","2","PUNT",132,3,-15
"2008","Cincinnati","2","INT",175,6,47
"2008","Cincinnati","2","FG",143,11,54
"2008","Cincinnati","3","FG",388,13,68
"2008","Cincinnati","3","PUNT",285,8,12
"2008","Cincinnati","3","PUNT",93,5,44
"2008","Cincinnati","4","TD",86,3,10
"2008","Cincinnati","4","PUNT",294,8,34
"2008","Cincinnati","4","DOWNS",138,4,-10
"2009","Alabama","1","PUNT",63,3,-6
"2009","Alabama","1","TD",0,0,0
"2009","Alabama","1","FUMB",0,0,0
"2009","Alabama","1","PUNT",237,8,26
"2009","Alabama","2","PUNT",58,3,5
"2009","Alabama","2","FG",120,4,3
"2009","Alabama","2","TD",121,7,51
"2009","Alabama","2","HALF",2,1,-2
"2009","Alabama","3","PUNT",111,3,5
"2009","Alabama","3","PUNT",209,6,29
"2009","Alabama","4","PUNT",115,5,11
"2009","Alabama","4","FUMB",9,0,0
"2009","Alabama","4","TD",60,2,37
"2009","Alabama","4","PUNT",85,3,-12
"2009","Alabama","4","DOWNS",40,4,-1
"2009","Marshall","1","INT",168,6,67
"2009","Marshall","1","TD",9,1,57
"2009","Marshall","1","TD",192,8,64
"2009","Marshall","2","TD",0,0,0
"2009","Marshall","2","PUNT",92,3,1
"2009","Marshall","2","TD",131,6,85
"2009","Marshall","2","TD",124,8,49
"2009","Marshall","2","HALF",4,1,-1
"2009","Marshall","3","TD",251,11,80
"2009","Marshall","3","FG",201,7,70
"2009","Marshall","4","TD",258,8,69
"2009","Marshall","4","PUNT",102,3,0
"2009","Marshall","4","HALF",261,6,34
"2009","Nebraska","1","PUNT",423,12,19
"2009","Nebraska","1","PUNT",78,3,-4
"2009","Nebraska","2","PUNT",169,5,20
"2009","Nebraska","2","FG",173,7,58
"2009","Nebraska","2","HALF",11,1,0
"2009","Nebraska","3","PUNT",64,3,2
"2009","Nebraska","3","PUNT",98,3,-2
"2009","Nebraska","3","PUNT",53,3,1
"2009","Nebraska","3","PUNT",127,3,2
"2009","Nebraska","4","PUNT",152,5,24
"2009","Nebraska","4","DOWNS",146,8,26
"2009","Nebraska","4","TD",83,5,88
"2009","Nebraska","4","HALF",0,0,0
"2009","Miami","1","TD",71,3,11
"2009","Miami","1","TD",210,7,89
"2009","Miami","1","FUMB",255,8,2
"2009","Miami","2","FGA",331,10,88
"2009","Miami","2","TD",0,0,0
"2009","Miami","2","PUNT",94,6,23
"2009","Miami","3","PUNT",80,3,9
"2009","Miami","3","FG",287,10,70
"2009","Miami","3","PUNT",66,3,0
"2009","Miami","4","TD",141,5,25
"2009","Miami","4","PUNT",196,3,1
"2009","Miami","4","DOWNS",139,4,9
"2009","Duke","1","PUNT",197,5,21
"2009","Duke","1","TD",119,4,60
"2009","Duke","2","FG",186,9,39
"2009","Duke","2","TD",173,7,72
"2009","Duke","2","HALF",0,0,0
"2009","Duke","3","FG",249,9,49
"2009","Duke","3","FUMB",83,5,52
"2009","Duke","4","TD",247,9,62
"2009","Duke","4","TD",271,8,78
"2009","Duke","4","HALF",25,1,-2
"2009","Boston College","1","TD",311,11,68
"2009","Boston College","1","TD",220,8,74
"2009","Boston College","2","TD",7,1,41
"2009","Boston College","2","PUNT",100,3,6
"2009","Boston College","2","TD",0,0,0
"2009","Boston College","2","FGA",179,6,34
"2009","Boston College","2","FG",135,5,23
"2009","Boston College","3","PUNT",176,5,21
"2009","Boston College","3","FUMB",121,4,18
"2009","Boston College","3","PUNT",168,3,-13
"2009","Boston College","4","PUNT",88,3,5
"2009","Boston College","4","TD",11,1,80
"2009","Boston College","4","TD",237,7,18
"2009","Boston College","4","HALF",33,1,-1
"2009","Georgia Tech","1","PUNT",101,3,7
"2009","Georgia Tech","1","INT",6,1,0
"2009","Georgia Tech","2","PUNT",199,6,25
"2009","Georgia Tech","2","FG",267,9,56
"2009","Georgia Tech","2","INT",24,2,-7
"2009","Georgia Tech","3","DOWNS",107,4,9
"2009","Georgia Tech","3","TD",11,1,66
"2009","Georgia Tech","3","PUNT",95,3,-9
"2009","Georgia Tech","4","TD",147,6,77
"2009","Georgia Tech","4","TD",68,5,61
"2009","North Carolina","1","PUNT",160,6,24
"2009","North Carolina","1","DOWNS",50,4,7
"2009","North Carolina","1","PUNT",100,3,0
"2009","North Carolina","2","PUNT",122,3,8
"2009","North Carolina","2","PUNT",107,3,-13
"2009","North Carolina","2","DOWNS",125,8,37
"2009","North Carolina","3","TD",376,13,82
"2009","North Carolina","3","FG",194,9,35
"2009","North Carolina","4","TD",82,3,5
"2009","North Carolina","4","FUMB",44,3,6
"2009","East Carolina","1","FG",97,4,7
"2009","East Carolina","1","FG",363,14,75
"2009","East Carolina","2","FUMB",68,4,74
"2009","East Carolina","2","PUNT",40,3,0
"2009","East Carolina","2","TD",327,12,79
"2009","East Carolina","3","PUNT",131,3,-7
"2009","East Carolina","3","PUNT",208,7,39
"2009","East Carolina","3","PUNT",273,12,45
"2009","East Carolina","4","PUNT",97,3,-2
"2009","East Carolina","4","PUNT",305,7,33
"2009","East Carolina","4","FG",66,4,-2
"2009","East Carolina","4","HALF",4,1,-3
"2009","Maryland","1","TD",247,10,71
"2009","Maryland","1","PUNT",59,3,0
"2009","Maryland","1","TD",159,8,72
"2009","Maryland","2","TD",191,8,56
"2009","Maryland","2","TD",11,1,64
"2009","Maryland","2","PUNT",152,6,18
"2009","Maryland","2","HALF",2,1,-2
"2009","Maryland","3","PUNT",204,6,3
"2009","Maryland","3","FG",211,9,83
"2009","Maryland","3","FG",182,8,51
"2009","Maryland","4","FUMB",9,1,-1
"2009","Maryland","4","FG",324,8,48
"2009","Maryland","4","PUNT",185,4,0
"2009","Maryland","4","HALF",63,2,-4
"2009","NC State","1","TD",186,6,28
"2009","NC State","1","TD",151,8,49
"2009","NC State","2","PUNT",57,3,3
"2009","NC State","2","FUMB",175,8,33
"2009","NC State","2","TD",287,11,74
"2009","NC State","3","TD",149,5,62
"2009","NC State","3","PUNT",184,6,-8
"2009","NC State","3","TD",182,6,97
"2009","NC State","4","PUNT",140,3,7
"2009","NC State","4","DOWNS",361,9,39
"2009","NC State","4","HALF",109,3,3
"2009","Virginia","1","PUNT",118,4,19
"2009","Virginia","2","TD",118,4,46
"2009","Virginia","2","FGA",134,5,38
"2009","Virginia","2","HALF",39,3,25
"2009","Virginia","3","PUNT",71,3,1
"2009","Virginia","3","INT",260,8,56
"2009","Virginia","3","TD",31,2,10
"2009","Virginia","3","TD",292,11,62
"2009","Virginia","4","TD",13,1,61
"2009","Virginia","4","TD",346,10,73
"2009","Virginia","4","HALF",72,3,-6
"2009","Tennessee","1","TD",194,7,44
"2009","Tennessee","1","PUNT",236,6,32
"2009","Tennessee","2","TD",149,5,46
"2009","Tennessee","2","PUNT",67,3,-6
"2009","Tennessee","2","INT",130,8,20
"2009","Tennessee","2","FG",9,2,63
"2009","Tennessee","3","TD",260,8,74
"2009","Tennessee","3","FG",282,9,60
"2009","Tennessee","4","TD",278,8,80
"2009","Tennessee","4","FG",140,4,8
"2009","Tennessee","4","HALF",46,2,-2
"2010","Boise State","1","PUNT",128,3,-5
"2010","Boise State","1","PUNT",146,3,3
"2010","Boise State","1","TD",260,9,67
"2010","Boise State","2","FGA",327,10,36
"2010","Boise State","2","TD",141,5,39
"2010","Boise State","2","HALF",0,0,0
"2010","Boise State","3","PUNT",78,3,3
"2010","Boise State","3","TD",195,7,31
"2010","Boise State","3","TD",171,5,77
"2010","Boise State","4","FG",320,10,64
"2010","Boise State","4","PUNT",207,8,26
"2010","Boise State","4","DOWNS",31,4,-1
"2010","James Madison","1","FUMB",168,5,44
"2010","James Madison","2","FG",239,10,55
"2010","James Madison","2","FG",266,8,34
"2010","James Madison","3","FG",208,7,50
"2010","James Madison","3","INT",70,3,23
"2010","James Madison","4","DOWNS",238,7,48
"2010","James Madison","4","FUMB",164,6,48
"2010","East Carolina","1","TD",234,7,70
"2010","East Carolina","2","TD",162,5,71
"2010","East Carolina","2","TD",210,8,75
"2010","East Carolina","2","HALF",19,2,0
"2010","East Carolina","3","FUMB",20,2,17
"2010","East Carolina","3","PUNT",128,4,22
"2010","East Carolina","3","TD",167,7,69
"2010","East Carolina","3","TD",178,6,39
"2010","East Carolina","4","TD",0,0,0
"2010","East Carolina","4","TD",12,1,69
"2010","East Carolina","4","PUNT",268,8,19
"2010","East Carolina","4","HALF",147,4,29
"2010","Boston College","1","TD",251,9,80
"2010","Boston College","2","PUNT",133,3,9
"2010","Boston College","2","PUNT",186,6,24
"2010","Boston College","3","FG",223,7,57
"2010","Boston College","3","FG",120,4,-4
"2010","Boston College","3","FG",165,6,20
"2010","Boston College","3","INT",220,8,37
"2010","Boston College","4","PUNT",124,3,9
"2010","Boston College","4","FG",230,8,56
"2010","Boston College","4","HALF",37,1,-1
"2010","NC State","1","INT",131,5,21
"2010","NC State","1","PUNT",217,7,45
"2010","NC State","2","PUNT",91,3,5
"2010","NC State","2","PUNT",116,3,9
"2010","NC State","2","TD",103,4,82
"2010","NC State","2","PUNT",65,3,-8
"2010","NC State","2","HALF",51,5,37
"2010","NC State","3","TD",0,0,0
"2010","NC State","3","TD",146,5,81
"2010","NC State","3","PUNT",155,4,26
"2010","NC State","3","TD",216,8,59
"2010","NC State","4","PUNT",52,3,3
"2010","NC State","4","TD",188,7,76
"2010","NC State","4","TD",34,1,6
"2010","Central Michigan","1","PUNT",62,3,6
"2010","Central Michigan","1","PUNT",90,3,5
"2010","Central Michigan","1","TD",98,4,67
"2010","Central Michigan","2","FG",117,4,5
"2010","Central Michigan","2","TD",125,5,63
"2010","Central Michigan","2","PUNT",147,4,3
"2010","Central Michigan","2","PUNT",59,3,3
"2010","Central Michigan","2","HALF",0,0,0
"2010","Central Michigan","3","PUNT",115,5,1
"2010","Central Michigan","3","PUNT",111,3,7
"2010","Central Michigan","3","TD",155,6,73
"2010","Central Michigan","4","TD",38,2,80
"2010","Central Michigan","4","PUNT",207,7,25
"2010","Central Michigan","4","TD",0,0,0
"2010","Central Michigan","4","FUMB",5,1,2
"2010","Central Michigan","4","HALF",82,2,1
"2010","Wake Forest","1","TD",253,10,77
"2010","Wake Forest","1","TD",185,8,81
"2010","Wake Forest","1","DOWNS",76,4,9
"2010","Wake Forest","2","TD",146,6,72
"2010","Wake Forest","2","TD",197,7,84
"2010","Wake Forest","2","TD",151,6,83
"2010","Wake Forest","2","TD",84,7,64
"2010","Wake Forest","3","PUNT",129,5,8
"2010","Wake Forest","3","FG",403,12,64
"2010","Wake Forest","3","PUNT",179,5,21
"2010","Wake Forest","4","HALF",603,17,63
"2010","Duke","1","TD",172,7,19
"2010","Duke","1","PUNT",110,3,-5
"2010","Duke","2","TD",180,6,24
"2010","Duke","2","FG",288,9,58
"2010","Duke","2","FG",50,6,58
"2010","Duke","3","TD",86,3,76
"2010","Duke","3","TD",125,4,89
"2010","Duke","3","FG",92,4,6
"2010","Duke","3","PUNT",51,3,3
"2010","Duke","4","PUNT",150,6,4
"2010","Duke","4","FUMB",197,7,45
"2010","Duke","4","HALF",280,10,53
"2010","Georgia Tech","1","TD",282,10,77
"2010","Georgia Tech","2","INT",293,10,58
"2010","Georgia Tech","2","FUMB",0,0,0
"2010","Georgia Tech","2","PUNT",203,6,17
"2010","Georgia Tech","3","PUNT",164,5,8
"2010","Georgia Tech","3","PUNT",151,5,18
"2010","Georgia Tech","3","TD",183,8,55
"2010","Georgia Tech","4","TD",267,11,62
"2010","Georgia Tech","4","TD",0,0,0
"2010","Georgia Tech","4","HALF",8,1,-1
"2010","North Carolina","1","FG",89,5,31
"2010","North Carolina","2","PUNT",87,3,9
"2010","North Carolina","2","FG",238,9,71
"2010","North Carolina","2","PUNT",137,8,34
"2010","North Carolina","3","TD",255,9,81
"2010","North Carolina","3","FG",76,5,44
"2010","North Carolina","3","PUNT",104,3,-9
"2010","North Carolina","3","TD",150,5,29
"2010","North Carolina","4","PUNT",57,3,1
"2010","North Carolina","4","PUNT",144,3,4
"2010","North Carolina","4","HALF",227,6,53
"2010","Miami (Fla.)","1","FUMB",11,1,-20
"2010","Miami (Fla.)","1","TD",364,12,88
"2010","Miami (Fla.)","2","FG",148,6,48
"2010","Miami (Fla.)","2","PUNT",193,6,24
"2010","Miami (Fla.)","2","HALF",38,1,-9
"2010","Miami (Fla.)","3","PUNT",173,5,2
"2010","Miami (Fla.)","3","TD",255,8,86
"2010","Miami (Fla.)","3","PUNT",132,3,8
"2010","Miami (Fla.)","4","TD",14,1,84
"2010","Miami (Fla.)","4","PUNT",101,3,0
"2010","Miami (Fla.)","4","TD",156,5,25
"2010","Miami (Fla.)","4","PUNT",104,4,24
"2010","Miami (Fla.)","4","DOWNS",146,4,9
"2010","Virginia","1","PUNT",129,3,8
"2010","Virginia","1","PUNT",109,3,8
"2010","Virginia","2","TD",6,1,5
"2010","Virginia","2","TD",89,3,46
"2010","Virginia","2","DOWNS",85,5,23
"2010","Virginia","2","FG",239,11,63
"2010","Virginia","3","TD",120,6,53
"2010","Virginia","3","TD",361,11,88
"2010","Virginia","3","PUNT",139,5,22
"2010","Virginia","4","PUNT",76,3,2
"2010","Virginia","4","TD",260,8,58
"2010","Virginia","4","PUNT",108,3,3
"2010","Florida State","1","TD",0,0,0
"2010","Florida State","1","TD",71,3,65
"2010","Florida State","1","TD",378,13,91
"2010","Florida State","2","PUNT",298,9,17
"2010","Florida State","3","TD",206,7,67
"2010","Florida State","3","TD",284,9,61
"2010","Florida State","3","TD",311,11,82
"2010","Florida State","4","FG",151,4,8
"2010","Florida State","4","DOWNS",202,8,21
"2010","Florida State","4","HALF",5,1,-2
"2010","Stanford","1","PUNT",53,3,2
"2010","Stanford","1","PUNT",217,6,21
"2010","Stanford","1","TD",337,10,75
"2010","Stanford","2","PUNT",70,3,2
"2010","Stanford","2","DOWNS",126,5,24
"2010","Stanford","2","FG",44,7,60
"2010","Stanford","2","HALF",3,0,0
"2010","Stanford","3","PUNT",107,3,5
"2010","Stanford","3","INT",149,4,34
"2010","Stanford","3","PUNT",195,6,19
"2010","Stanford","4","PUNT",289,10,12
"2010","Stanford","4","PUNT",100,3,-14
"2010","Stanford","4","HALF",130,5,36
"2011","Appalachian State","1","FG",185,8,53
"2011","Appalachian State","1","TD",66,4,25
"2011","Appalachian State","1","PUNT",138,4,32
"2011","Appalachian State","1","PUNT",171,7,26
"2011","Appalachian State","2","TD",6,1,19
"2011","Appalachian State","2","TD",398,14,97
"2011","Appalachian State","2","TD",37,2,14
"2011","Appalachian State","3","TD",93,4,66
"2011","Appalachian State","3","TD",0,0,0
"2011","Appalachian State","3","PUNT",80,3,-13
"2011","Appalachian State","3","PUNT",101,3,6
"2011","Appalachian State","3","TD",182,7,65
"2011","Appalachian State","4","PUNT",85,3,-1
"2011","Appalachian State","4","TD",90,3,65
"2011","Appalachian State","4","DOWNS",394,10,18
"2011","East Carolina","1","FGA",363,11,42
"2011","East Carolina","1","INT",209,8,48
"2011","East Carolina","2","FG",421,13,42
"2011","East Carolina","3","TD",252,8,78
"2011","East Carolina","3","FUMB",8,1,-1
"2011","East Carolina","3","PUNT",64,3,2
"2011","East Carolina","3","PUNT",139,3,0
"2011","East Carolina","3","PUNT",62,3,0
"2011","East Carolina","4","TD",402,13,89
"2011","East Carolina","4","PUNT",121,3,-1
"2011","East Carolina","4","HALF",118,3,-4
"2011","Arkansas State","1","DOWNS",222,7,83
"2011","Arkansas State","1","TD",110,5,62
"2011","Arkansas State","1","TD",115,4,48
"2011","Arkansas State","2","FGA",268,8,40
"2011","Arkansas State","2","TD",314,11,49
"2011","Arkansas State","2","HALF",22,1,-1
"2011","Arkansas State","3","FG",229,7,51
"2011","Arkansas State","3","PUNT",65,3,0
"2011","Arkansas State","3","PUNT",89,4,9
"2011","Arkansas State","3","INT",142,5,40
"2011","Arkansas State","4","INT",209,7,25
"2011","Arkansas State","4","DOWNS",256,8,28
"2011","Arkansas State","4","HALF",37,1,-1
"2011","Marshall","1","TD",153,6,50
"2011","Marshall","1","TD",177,6,58
"2011","Marshall","2","TD",257,9,71
"2011","Marshall","2","PUNT",83,3,6
"2011","Marshall","2","FG",255,8,35
"2011","Marshall","2","HALF",32,4,15
"2011","Marshall","3","PUNT",127,5,19
"2011","Marshall","3","FGA",109,5,9
"2011","Marshall","3","PUNT",153,5,19
"2011","Marshall","3","TD",218,8,86
"2011","Marshall","4","INT",44,2,4
"2011","Marshall","4","FUMB",336,9,51
"2011","Marshall","4","HALF",118,3,5
"2011","Clemson","1","FUMB",123,5,32
"2011","Clemson","1","PUNT",108,3,7
"2011","Clemson","2","PUNT",290,10,48
"2011","Clemson","2","FG",193,7,24
"2011","Clemson","2","PUNT",25,3,6
"2011","Clemson","2","HALF",6,1,-1
"2011","Clemson","3","PUNT",200,6,33
"2011","Clemson","3","PUNT",220,5,34
"2011","Clemson","3","PUNT",182,7,16
"2011","Clemson","3","PUNT",148,4,13
"2011","Clemson","4","DOWNS",174,6,35
"2011","Clemson","4","PUNT",136,3,-14
"2011","Clemson","4","HALF",90,3,19
"2011","Miami","1","TD",132,4,54
"2011","Miami","2","FUMB",259,8,45
"2011","Miami","2","TD",197,11,76
"2011","Miami","3","PUNT",181,5,13
"2011","Miami","3","FG",448,12,70
"2011","Miami","4","TD",10,1,60
"2011","Miami","4","PUNT",134,3,-3
"2011","Miami","4","TD",110,8,77
"2011","Miami","4","HALF",0,0,0
"2011","Wake Forest","1","PUNT",66,3,5
"2011","Wake Forest","1","PUNT",105,3,0
"2011","Wake Forest","1","PUNT",106,3,6
"2011","Wake Forest","2","PUNT",142,6,18
"2011","Wake Forest","2","TD",142,5,60
"2011","Wake Forest","2","TD",128,5,80
"2011","Wake Forest","2","PUNT",157,6,16
"2011","Wake Forest","2","TD",26,4,26
"2011","Wake Forest","3","TD",144,6,80
"2011","Wake Forest","3","PUNT",185,7,22
"2011","Wake Forest","3","TD",365,14,96
"2011","Wake Forest","4","FG",294,8,57
"2011","Boston College","1","PUNT",84,3,6
"2011","Boston College","1","FG",188,8,57
"2011","Boston College","1","PUNT",166,6,31
"2011","Boston College","2","PUNT",154,6,17
"2011","Boston College","2","PUNT",118,6,20
"2011","Boston College","2","FG",60,10,61
"2011","Boston College","3","TD",145,5,60
"2011","Boston College","3","TD",209,7,89
"2011","Boston College","3","TD",244,9,56
"2011","Boston College","4","FG",325,11,74
"2011","Boston College","4","HALF",209,5,17
"2011","Duke","1","TD",349,12,85
"2011","Duke","2","TD",236,8,90
"2011","Duke","2","INT",7,1,0
"2011","Duke","2","FGA",172,7,77
"2011","Duke","2","DOWNS",78,8,18
"2011","Duke","3","KO",0,0,0
"2011","Duke","3","PUNT",139,3,9
"2011","Duke","3","PUNT",298,9,34
"2011","Duke","3","PUNT",78,3,6
"2011","Duke","4","PUNT",156,5,16
"2011","Duke","4","PUNT",96,3,6
"2011","Duke","4","PUNT",174,6,44
"2011","Duke","4","HALF",55,2,-2
"2011","Georgia Tech","1","PUNT",309,11,59
"2011","Georgia Tech","2","TD",277,9,36
"2011","Georgia Tech","2","TD",166,7,70
"2011","Georgia Tech","2","TD",12,1,63
"2011","Georgia Tech","3","FUMB",225,7,72
"2011","Georgia Tech","3","TD",231,8,74
"2011","Georgia Tech","4","TD",230,7,31
"2011","Georgia Tech","4","FG",282,8,52
"2011","Georgia Tech","4","HALF",90,2,3
"2011","North Carolina","1","DOWNS",328,10,37
"2011","North Carolina","1","TD",479,18,95
"2011","North Carolina","2","FG",165,5,29
"2011","North Carolina","2","FGA",45,8,34
"2011","North Carolina","3","TD",235,9,70
"2011","North Carolina","3","PUNT",80,3,5
"2011","North Carolina","3","TD",180,7,67
"2011","North Carolina","4","PUNT",87,3,-5
"2011","North Carolina","4","PUNT",191,6,12
"2011","North Carolina","4","DOWNS",146,5,12
"2011","Virginia","1","PUNT",48,3,6
"2011","Virginia","1","TD",324,11,96
"2011","Virginia","2","PUNT",107,3,5
"2011","Virginia","2","FGA",213,6,12
"2011","Virginia","2","HALF",49,2,1
"2011","Virginia","3","TD",255,8,79
"2011","Virginia","3","PUNT",53,3,0
"2011","Virginia","3","PUNT",57,3,-1
"2011","Virginia","3","TD",157,6,79
"2011","Virginia","4","TD",92,3,4
"2011","Virginia","4","FG",235,7,-3
"2011","Virginia","4","HALF",346,11,39
"2011","Clemson","1","PUNT",187,6,15
"2011","Clemson","1","TD",166,5,77
"2011","Clemson","2","PUNT",135,5,12
"2011","Clemson","2","PUNT",60,3,1
"2011","Clemson","2","FG",225,11,59
"2011","Clemson","3","PUNT",48,3,-7
"2011","Clemson","3","PUNT",154,3,-3
"2011","Clemson","3","PUNT",59,3,-3
"2011","Clemson","3","DOWNS",281,10,38
"2011","Clemson","4","INT",204,7,50
"2011","Clemson","4","INT",175,13,72
"2011","Clemson","4","DOWNS",47,4,4
"2011","Michigan","1","FG",324,12,46
"2011","Michigan","2","DOWNS",276,9,70
"2011","Michigan","2","FUMB",11,0,-4
"2011","Michigan","3","PUNT",117,3,8
"2011","Michigan","3","INT",6,1,0
"2011","Michigan","3","FG",295,9,40
"2011","Michigan","3","TD",458,16,61
"2011","Michigan","4","DOWNS",107,4,2
"2011","Michigan","4","FG",238,11,83
"2011","Michigan","4","FGA",0,4,5
"2012","Georgia Tech","1","TD",287,12,56
"2012","Georgia Tech","1","DOWNS",104,5,-6
"2012","Georgia Tech","2","PUNT",298,7,34
"2012","Georgia Tech","2","PUNT",68,4,10
"2012","Georgia Tech","2","PUNT",42,3,2
"2012","Georgia Tech","2","DOWNS",72,7,17
"2012","Georgia Tech","3","PUNT",36,3,4
"2012","Georgia Tech","3","PUNT",92,3,-11
"2012","Georgia Tech","4","FGA",204,11,56
"2012","Georgia Tech","4","TD",90,3,75
"2012","Georgia Tech","4","FG",44,6,51
"2012","Georgia Tech","5","FG",0,6,24
"2012","Austin Peay","1","PUNT",147,4,18
"2012","Austin Peay","1","PUNT",82,3,-10
"2012","Austin Peay","1","TD",60,3,6
"2012","Austin Peay","1","DOWNS",210,8,47
"2012","Austin Peay","2","TD",140,5,42
"2012","Austin Peay","2","TD",66,7,71
"2012","Austin Peay","3","PUNT",96,3,-19
"2012","Austin Peay","3","TD",250,9,80
"2012","Austin Peay","3","TD",189,8,72
"2012","Austin Peay","3","PUNT",132,3,5
"2012","Austin Peay","4","TD",107,4,42
"2012","Austin Peay","4","PUNT",125,3,8
"2012","Austin Peay","4","HALF",85,3,31
"2012","Pittsburgh","1","PUNT",130,5,8
"2012","Pittsburgh","1","INT",114,4,19
"2012","Pittsburgh","2","FUMB",7,1,-10
"2012","Pittsburgh","2","FG",306,11,60
"2012","Pittsburgh","2","INT",113,7,36
"2012","Pittsburgh","2","HALF",0,0,0
"2012","Pittsburgh","3","PUNT",91,3,5
"2012","Pittsburgh","3","TD",0,0,0
"2012","Pittsburgh","3","DOWNS",140,6,44
"2012","Pittsburgh","3","TD",88,3,87
"2012","Pittsburgh","3","PUNT",47,3,5
"2012","Pittsburgh","4","PUNT",56,3,-6
"2012","Pittsburgh","4","DOWNS",115,8,45
"2012","Bowling Green","1","PUNT",174,5,23
"2012","Bowling Green","1","PUNT",65,3,1
"2012","Bowling Green","1","TD",406,13,80
"2012","Bowling Green","2","TD",97,4,56
"2012","Bowling Green","2","TD",201,9,62
"2012","Bowling Green","2","HALF",44,1,-9
"2012","Bowling Green","3","TD",186,7,61
"2012","Bowling Green","3","PUNT",81,3,-9
"2012","Bowling Green","3","INT",27,3,8
"2012","Bowling Green","3","FG",111,6,53
"2012","Bowling Green","4","TD",146,5,55
"2012","Bowling Green","4","PUNT",111,3,3
"2012","Bowling Green","4","PUNT",112,5,15
"2012","Bowling Green","4","HALF",89,3,-4
"2012","Cincinnati","1","PUNT",114,3,2
"2012","Cincinnati","1","FUMB",49,2,3
"2012","Cincinnati","1","PUNT",98,3,9
"2012","Cincinnati","2","PUNT",75,3,9
"2012","Cincinnati","2","PUNT",173,6,24
"2012","Cincinnati","2","TD",68,4,13
"2012","Cincinnati","2","HALF",60,2,3
"2012","Cincinnati","3","PUNT",242,7,23
"2012","Cincinnati","3","INT",106,5,62
"2012","Cincinnati","3","FG",248,9,62
"2012","Cincinnati","4","TD",182,8,76
"2012","Cincinnati","4","PUNT",64,3,4
"2012","Cincinnati","4","TD",163,6,93
"2012","Cincinnati","4","INT",4,1,0
"2012","North Carolina","1","PUNT",142,3,8
"2012","North Carolina","1","PUNT",48,3,-1
"2012","North Carolina","1","PUNT",60,3,1
"2012","North Carolina","1","TD",138,4,68
"2012","North Carolina","2","FG",432,14,52
"2012","North Carolina","2","PUNT",95,3,-13
"2012","North Carolina","2","FG",113,7,39
"2012","North Carolina","3","PUNT",28,3,0
"2012","North Carolina","3","FUMB",221,7,30
"2012","North Carolina","3","TD",0,0,0
"2012","North Carolina","3","DOWNS",134,8,45
"2012","North Carolina","3","INT",7,1,0
"2012","North Carolina","4","TD",124,5,90
"2012","North Carolina","4","DOWNS",166,11,39
"2012","Duke","1","PUNT",91,5,14
"2012","Duke","1","INT",45,2,1
"2012","Duke","1","TD",144,7,76
"2012","Duke","2","DOWNS",204,7,49
"2012","Duke","2","FG",236,11,60
"2012","Duke","2","TD",6,1,42
"2012","Duke","3","TD",110,4,78
"2012","Duke","3","TD",278,9,83
"2012","Duke","3","FG",210,7,20
"2012","Duke","4","PUNT",109,3,4
"2012","Duke","4","TD",12,1,86
"2012","Duke","4","PUNT",143,3,7
"2012","Duke","4","HALF",45,1,-1
"2012","Clemson","1","DOWNS",319,15,69
"2012","Clemson","2","INT",135,4,17
"2012","Clemson","2","FUMB",0,0,0
"2012","Clemson","2","PUNT",92,3,4
"2012","Clemson","2","INT",142,6,38
"2012","Clemson","2","FG",223,9,52
"2012","Clemson","3","PUNT",114,6,24
"2012","Clemson","3","PUNT",80,3,-6
"2012","Clemson","3","PUNT",161,5,10
"2012","Clemson","3","PUNT",165,3,-5
"2012","Clemson","3","DOWNS",165,6,36
"2012","Clemson","4","TD",73,4,61
"2012","Clemson","4","INT",82,4,12
"2012","Clemson","4","HALF",93,4,34
"2012","Miami","1","PUNT",69,4,12
"2012","Miami","1","FG",379,12,44
"2012","Miami","1","PUNT",86,4,24
"2012","Miami","2","TD",149,6,93
"2012","Miami","2","PUNT",98,5,20
"2012","Miami","2","FG",208,10,57
"2012","Miami","3","PUNT",159,6,12
"2012","Miami","3","FUMB",280,10,45
"2012","Miami","3","FGA",80,5,32
"2012","Miami","3","DOWNS",110,7,35
"2012","Miami","4","PUNT",107,3,-2
"2012","Miami","4","PUNT",80,3,-4
"2012","Miami","4","INT",28,2,24
"2012","Florida State","1","PUNT",47,3,8
"2012","Florida State","1","INT",6,1,0
"2012","Florida State","2","PUNT",112,3,9
"2012","Florida State","2","FGA",92,4,4
"2012","Florida State","2","PUNT",75,3,5
"2012","Florida State","2","TD",246,9,68
"2012","Florida State","2","HALF",48,3,4
"2012","Florida State","3","PUNT",140,5,14
